Company_ID,Ticker,Company_Name,Sector,Fiscal_Year,Reporting_Date,Currency,Revenue,Operating_Profit,Net_Income,EPS,Operating_Margin,Operating_Margin_Pct,Net_Profit_Margin,Net_Profit_Margin_Pct,Operating_Loss_Flag,Net_Loss_Flag,EPS_Outlier_Flag,Anomaly_Net_Income_Exceeds_Revenue,Missing_Data_Flag
CMP-1341,VM,Velocity Motors,Consumer Cyclical,2022,2022-03-31,USD,2746840933.44,268634723.31,79490802.22,0.96,0.097798,9.78,0.0289,2.89,False,False,False,False,False
CMP-1621,VM,Velocity Motors,Consumer Cyclical,2022,2022-12-31,USD,,6318854092.84,4276493601.46,3.48,,,0.1192,11.92,False,False,False,False,True
CMP-1758,VM,Velocity Motors,Consumer Cyclical,2023,2023-09-30,USD,21613079588.02,1557757949.27,576734794.38,0.9,0.0721,7.21,0.0267,2.67,False,False,False,False,False
CMP-1215,VM,Velocity Motors,Consumer Cyclical,2023,2023-12-31,USD,1333565026.77,104208111.72,59621874.69,1.76,0.0781,7.81,0.0447,4.47,False,False,False,False,False
CMP-1055,VM,Velocity Motors,Consumer Cyclical,2024,2024-12-31,USD,27690000000.0,1817451132.89,464694399.88,0.62,0.0656,6.56,0.0168,1.68,False,False,False,False,False
CMP-1099,VM,Velocity Motors,Consumer Cyclical,2024,2024-12-31,USD,6526979201.88,1220000000.0,1040000000.0,7.837,0.1862,18.62,0.159,15.9,False,False,False,False,False
CMP-1609,VM,Velocity Motors,Consumer Cyclical,2024,2024-12-31,USD,14944591422.51,2204854274.7,1276263193.02,,0.1475,14.75,0.0854,8.54,False,False,False,False,True
CMP-1889,VM,Velocity Motors,Consumer Cyclical,2024,2024-09-30,USD,31281788922.65,6407947902.27,5320000000.0,9.73,0.2048,20.48,0.17,17.0,False,False,False,False,False
CMP-1358,VM,Velocity Motors,Consumer Cyclical,2024,2024-09-30,EUR,39416672014.85,1726473335.84,697922687.33,0.4,0.0438,4.38,0.0177,1.77,False,False,False,False,False
CMP-1811,VM,Velocity Motors,Consumer Cyclical,2024,2024-09-30,EUR,44174320321.87,7061354813.63,4055468688.49,3.591,0.1599,15.99,0.0918,9.18,False,False,False,False,False
CMP-1534,VRB,Velox Retail Brands,Consumer Cyclical,2021,2021-03-31,USD,402268373.91,58356580.22,38805358.86,3.67,0.145,14.5,0.0965,9.65,False,False,False,False,False
CMP-1043,VRB,Velox Retail Brands,Consumer Cyclical,2021,2021-12-31,USD,6329696316.11,445250000.0,26009206.22,0.22,0.0703,7.03,0.0041,0.41,False,False,False,False,False
CMP-1354,VRB,Velox Retail Brands,Consumer Cyclical,2022,2022-12-31,USD,35646361807.09,2311269417.09,-53930000.0,-0.03,0.0648,6.48,-0.002,-0.2,False,True,False,False,False
CMP-1301,VRB,Velox Retail Brands,Consumer Cyclical,2022,2022-03-31,USD,37951626805.64,1370000000.0,-908636334.46,-0.57,0.0361,3.61,-0.023942,-2.39,False,True,False,False,False
CMP-1738,VRB,Velox Retail Brands,Consumer Cyclical,2022,2022-12-31,USD,3970000000.0,446873067.36,4565508988.18,59.38,0.1126,11.26,0.0115,1.15,False,False,False,True,False
CMP-1780,VRB,Velox Retail Brands,Consumer Cyclical,2022,2022-06-30,USD,14968101104.5,631653866.61,151338157.44,0.25,0.0422,4.22,0.0101,1.01,False,False,False,False,False
CMP-1855,VRB,Velox Retail Brands,Consumer Cyclical,2022,2022-12-31,USD,11320286831.33,657708664.9,238479658.41,0.8,0.0581,5.81,0.0211,2.11,False,False,False,False,False
CMP-1646,VRB,Velox Retail Brands,Consumer Cyclical,2022,2022-12-31,USD,4285533066.75,559226497.52,375020000.0,3.46,0.1305,13.05,0.087508,8.75,False,False,False,False,False
CMP-1719,VRB,Velox Retail Brands,Consumer Cyclical,2023,2023-09-30,USD,46210000000.0,-804054000.0,-2164263189.2,-2.12,-0.0174,-1.74,-0.0468,-4.68,True,True,False,False,False
CMP-1886,VRB,Velox Retail Brands,Consumer Cyclical,2023,2023-09-30,USD,44073840452.14,3994549983.67,2090600407.74,0.0,0.090633,9.06,0.0474,4.74,False,False,False,False,False
CMP-1507,VRB,Velox Retail Brands,Consumer Cyclical,2023,2023-12-31,USD,35394216862.22,3944893610.6,2008563476.66,2.16,0.111456,11.15,0.0567,5.67,False,False,False,False,False
CMP-1224,VRB,Velox Retail Brands,Consumer Cyclical,2024,2024-12-31,USD,39575620194.62,4528955518.47,2795443619.03,3.17,0.1144,11.44,0.0706,7.06,False,False,False,False,False
CMP-1366,VRB,Velox Retail Brands,Consumer Cyclical,2024,2024-12-31,USD,45303287100.9,8562321262.07,7440887035.37,,0.189,18.9,0.1644,16.44,False,False,False,False,True
CMP-1257,VRB,Velox Retail Brands,Consumer Cyclical,2024,2024-12-31,USD,85364583.33,81950000.0,,,0.96,96.0,-0.0512,-5.12,False,False,False,False,True
CMP-1610,VRB,Velox Retail Brands,Consumer Cyclical,2024,2024-09-30,USD,43412392700.5,3056232446.12,213900199.77,0.16,0.0704,7.04,0.0049,0.49,False,False,False,False,False
CMP-1845,VRB,Velox Retail Brands,Consumer Cyclical,2024,2024-12-31,EUR,4877245284.82,98700875.45,-134622859.32,-1.46,0.0202,2.02,-0.0276,-2.76,False,True,False,False,False
CMP-1303,TB,,Consumer Cyclical,2021,2021-06-30,USD,51498052318.78,1652432478.98,488650000.0,0.37,0.0321,3.21,0.0095,0.95,False,False,False,False,False
CMP-1624,VM,,Consumer Cyclical,2021,2021-09-30,USD,6220000000.0,-153250000.0,-537613044.67,-1.353,-0.025,-2.5,-0.0864,-8.64,True,True,False,False,False
CMP-1513,VM,,Consumer Cyclical,2021,2021-12-31,EUR,,183408904.02,46210000.0,1.08,,,,,False,False,False,False,True
CMP-1864,TB,,Consumer Cyclical,2023,2023-03-31,USD,42660000000.0,1614131364.35,696700483.67,0.95,0.0378,3.78,0.0163,1.63,False,False,False,False,False
CMP-1798,PC,,Consumer Cyclical,2024,2024-09-30,USD,42063000915.36,6734042265.39,5810000000.0,7.28,0.1601,16.01,0.1381,13.81,False,False,False,False,False
CMP-1584,VM,,Consumer Cyclical,2024,2024-06-30,USD,46598590095.97,3349727555.61,1228484037.36,1.14,0.071885,7.19,0.0264,2.64,False,False,False,False,False
CMP-1321,AH,Apex Hydrocarbons,Energy,2021,2021-12-31,USD,24893609390.26,4915497128.63,3600197640.86,4.29,0.1975,19.75,0.1446,14.46,False,False,False,False,False
CMP-1700,AH,Apex Hydrocarbons,Energy,2021,2021-12-31,USD,54529995407.08,8318792519.44,6443962041.62,3.4,0.152554,15.26,0.1182,11.82,False,False,False,False,False
CMP-1456,AH,Apex Hydrocarbons,Energy,2021,2021-03-31,USD,61222411356.08,29088300709.38,25458878155.03,8.45,0.4751,47.51,0.4158,41.58,False,False,False,False,False
CMP-1585,AH,Apex Hydrocarbons,Energy,2021,2021-12-31,USD,,,26385316855.12,10.926,0.3206,32.06,0.3,30.0,False,False,False,False,True
CMP-1245,AH,Apex Hydrocarbons,Energy,2021,2021-12-31,USD,33642266560.19,4990000000.0,38688606544.21,38.05,0.1485,14.85,1.15,115.0,False,False,False,True,False
CMP-1734,AH,Apex Hydrocarbons,Energy,2022,2022-09-30,USD,88978518728.81,4784446995.72,2907385844.4,0.93,0.0538,5.38,0.0327,3.27,False,False,False,False,False
CMP-1923,AH,Apex Hydrocarbons,Energy,2022,2022-06-30,USD,57431472265.84,5720000000.0,4100310349.34,1.82,0.1,10.0,0.0714,7.14,False,False,False,False,False
CMP-1039,AH,Apex Hydrocarbons,Energy,2022,2022-06-30,USD,79436085833.18,31030000000.0,28166418112.43,8.29,0.391,39.1,0.3546,35.46,False,False,False,False,False
CMP-1727,AH,Apex Hydrocarbons,Energy,2022,2022-03-31,USD,8168597371.67,701318225.83,149329052.68,0.96,0.085855,8.59,0.018,1.8,False,False,False,False,False
CMP-1364,AH,Apex Hydrocarbons,Energy,2022,2022-12-31,USD,58237703446.42,20202400231.11,16416882174.42,,0.3469,34.69,0.2819,28.19,False,False,True,False,True
CMP-1753,AH,Apex Hydrocarbons,Energy,2023,2023-12-31,USD,53130000000.0,758201074.71,-1408702069.37,-0.91,0.0143,1.43,-0.0265,-2.65,False,True,False,False,False
CMP-1496,AH,Apex Hydrocarbons,Energy,2024,2024-09-30,USD,83842173159.79,-6206167926.35,-7935863483.2,-3.8,-0.074,-7.4,-0.0947,-9.47,True,True,False,False,False
CMP-1211,CE,Crestline Exploration,Energy,2021,2021-12-31,USD,32801739735.45,15011507838.76,13929996046.82,13.63,0.4576,45.76,0.4247,42.47,False,False,False,False,False
CMP-1342,CE,Crestline Exploration,Energy,2021,2021-12-31,USD,82790000000.0,16665524846.97,11953130590.47,7.87,0.2013,20.13,0.144379,14.44,False,False,False,False,False
CMP-1683,CE,Crestline Exploration,Energy,2022,2022-03-31,USD,93569119061.05,-6024256930.74,-11424356572.55,-3.99,-0.0644,-6.44,-0.1221,-12.21,True,True,False,False,False
CMP-1459,CE,Crestline Exploration,Energy,2022,2022-06-30,USD,2980000000.0,603318460.8,540210000.0,9.518,0.2028,20.28,0.1815,18.15,False,False,False,False,False
CMP-1771,CE,Crestline Exploration,Energy,2022,2022-06-30,USD,62560000000.0,1803653519.61,-1664617357.15,-0.4091,0.0288,2.88,-0.027,-2.7,False,True,False,False,False
CMP-1009,CE,Crestline Exploration,Energy,2022,2022-09-30,USD,47290000000.0,1210696356.6,183493085.76,,0.0256,2.56,0.0039,0.39,False,False,False,False,True
CMP-1548,CE,Crestline Exploration,Energy,2022,2022-12-31,USD,,10371994992.41,8503913698.59,1.92,,,0.123,12.3,False,False,False,False,True
CMP-1270,CE,Crestline Exploration,Energy,2023,2023-12-31,USD,32168731727.49,510927673.11,-1448095049.48,-2.36,0.0159,1.59,-0.045,-4.5,False,True,False,False,False
CMP-1660,CE,Crestline Exploration,Energy,2024,2024-12-31,USD,45944118853.98,-152108427.65,-1734619003.15,-1.24,-0.003311,-0.33,-0.0378,-3.78,True,True,False,False,False
CMP-1659,,Crestline Exploration,Energy,2024,2024-03-31,USD,9515231706.1,-524807375.03,-919071962.28,-1.58,-0.055154,-5.52,-0.097,-9.7,True,True,False,False,False
CMP-1439,EES,Echo Energy Systems,Energy,2021,2021-09-30,USD,23811152697.29,5383701624.86,4041541086.6,10.12,0.2261,22.61,0.17,17.0,False,False,False,False,False
CMP-1785,EES,Echo Energy Systems,Energy,2021,2021-06-30,USD,25968870986.62,3388702883.78,2621418071.26,4.67,0.13,13.0,0.1009,10.09,False,False,False,False,False
CMP-1020,EES,Echo Energy Systems,Energy,2021,2021-09-30,USD,84341604173.46,-3947978011.72,-8642620571.33,-5.05,-0.0468,-4.68,-0.1025,-10.25,True,True,False,False,False
CMP-1587,EES,Echo Energy Systems,Energy,2021,2021-12-31,USD,34398617151.91,11633888789.5,9560000000.0,7.66,0.3382,33.82,0.278,27.8,False,False,False,False,False
CMP-1599,EES,Echo Energy Systems,Energy,2022,2022-06-30,USD,61024985985.62,15500000000.0,11293038641.78,7.8,0.254,25.4,0.1851,18.51,False,False,False,False,False
CMP-1760,EES,Echo Energy Systems,Energy,2022,2022-06-30,USD,45317099482.32,22892078106.82,20425396714.57,11.898,0.5052,50.52,0.4507,45.07,False,False,False,False,False
CMP-1485,EES,Echo Energy Systems,Energy,2022,2022-03-31,USD,47543282009.24,358736841.79,-842860000.0,,0.008,0.8,-0.0177,-1.77,False,True,False,False,True
CMP-1816,EES,Echo Energy Systems,Energy,2022,2022-12-31,USD,82053200563.41,9028769620.87,4360000000.0,1.48,0.11,11.0,0.0532,5.32,False,False,False,False,False
CMP-1045,EES,Echo Energy Systems,Energy,2022,2022-09-30,EUR,23355041490.09,5482845165.68,4907023385.63,11.6,0.2348,23.48,0.2101,21.01,False,False,False,False,False
CMP-1149,EES,Echo Energy Systems,Energy,2022,2022-12-31,USD,84654828029.92,1880420569.33,-2325199345.04,-1.25,0.0222,2.22,-0.0275,-2.75,False,True,False,False,False
CMP-1372,EES,Echo Energy Systems,Energy,2023,2023-03-31,USD,40964863610.47,12934619292.77,10084988691.31,5.115,0.315749,31.57,0.246,24.6,False,False,False,False,False
CMP-1638,EES,Echo Energy Systems,Energy,2023,2023-09-30,USD,91481609098.93,9419772885.75,6559228650.87,1.71,0.103,10.3,0.0717,7.17,False,False,False,False,False
CMP-1408,EES,Echo Energy Systems,Energy,2023,2023-12-31,USD,1645413203.85,-64070945.4,-142060198.39,-3.06,-0.0389,-3.89,-0.0863,-8.63,True,True,False,False,False
CMP-1567,EES,Echo Energy Systems,Energy,2024,2024-09-30,USD,15066706580.37,-1920000000.0,-2639919617.69,,-0.1275,-12.75,-0.175,-17.5,True,True,False,False,True
CMP-1679,EES,Echo Energy Systems,Energy,2024,2024-06-30,USD,639276187.16,-28240000.0,-64338310.03,-5.89,-0.0442,-4.42,-0.1006,-10.06,True,True,False,False,False
CMP-1069,HCP,Helios Clean Power,Energy,2021,2021-09-30,USD,4029403836.8,823270000.0,576949340.25,4.47,0.2043,20.43,0.143,14.3,False,False,False,False,False
CMP-1664,HCP,Helios Clean Power,Energy,2021,2021-09-30,USD,74923388613.65,15971115004.08,13129351560.74,7.81,0.2132,21.32,0.1752,17.52,False,False,False,False,False
CMP-1556,HCP,Helios Clean Power,Energy,2021,2021-09-30,USD,35895247823.4,3389018098.86,2415750178.51,3.704,0.0944,9.44,0.0673,6.73,False,False,False,False,False
CMP-1696,HCP,Helios Clean Power,Energy,2021,2021-12-31,USD,5382694196.68,2516195160.35,2176374783.53,9.33,0.4675,46.75,0.4043,40.43,False,False,False,False,False
CMP-1688,HCP,Helios Clean Power,Energy,2021,2021-09-30,USD,35397032785.37,11849141530.84,10324031801.13,,0.3347,33.47,0.0,0.0,False,False,False,False,True
CMP-1714,HCP,Helios Clean Power,Energy,2022,2022-03-31,USD,1930000000.0,682852562.9,585489885.17,8.831,0.3542,35.42,0.3037,30.37,False,False,False,False,False
CMP-1917,,Helios Clean Power,Energy,2022,2022-06-30,USD,76613139067.85,1180807807.1,-3978153366.15,-1.71,0.0154,1.54,-0.052,-5.2,False,True,False,False,False
CMP-1848,HCP,Helios Clean Power,Energy,2022,2022-12-31,USD,562657215.03,108592842.5,79737975.94,6.9216,0.193,19.3,0.1419,14.19,False,False,False,False,False
CMP-1934,HCP,Helios Clean Power,Energy,2022,2022-12-31,USD,47044593477.5,-9775866524.62,-11644416855.77,-9.62,-0.2078,-20.78,-0.2475,-24.75,True,True,False,False,False
CMP-1672,HCP,Helios Clean Power,Energy,2022,2022-12-31,USD,,,1608209301.35,0.91,0.074,7.4,0.0505,5.05,False,False,False,False,True
CMP-1639,HCP,Helios Clean Power,Energy,2023,2023-06-30,USD,13810000000.0,317493786.8,-388272147.52,,0.02299,2.3,-0.0281,-2.81,False,True,False,False,True
CMP-1666,HCP,Helios Clean Power,Energy,2024,2024-06-30,USD,10122610329.18,-1363515611.34,-1585624005.66,-2.6,-0.1347,-13.47,-0.1567,-15.67,True,True,False,False,False
CMP-1631,HCP,Helios Clean Power,Energy,2024,2024-06-30,USD,28218028569.47,4926867788.23,3271701643.6,4.44,0.1746,17.46,0.1159,11.59,False,False,False,False,False
CMP-1429,HCP,Helios Clean Power,Energy,2024,2024-09-30,USD,23245461268.17,-4895936559.94,-5502063562.15,-5.65,-0.210619,-21.06,-0.237,-23.7,True,True,False,False,False
CMP-1018,HCP,Helios Clean Power,Energy,2024,2024-12-31,USD,82063273745.24,-10788661000.65,-12690000000.0,-4.48,-0.131,-13.1,-0.1546,-15.46,True,True,False,False,False
CMP-1179,HCP,Helios Clean Power,Energy,2024,2024-12-31,USD,80489741568.91,23281252340.12,21158381034.54,8.64,0.2892,28.92,0.2629,26.29,False,False,False,False,False
CMP-1849,HCP,Helios Clean Power,Energy,2024,2024-12-31,USD,14870000000.0,3085812998.93,2447709934.41,5.0712,0.2075,20.75,0.1646,16.46,False,False,False,False,False
CMP-1838,HCP,Helios Clean Power,Energy,2024,2024-06-30,USD,43402046608.37,2240000000.0,941738937.96,,0.0515,5.15,0.0217,2.17,False,False,False,False,True
CMP-1204,NGC,Nordic Gas,Energy,2022,2022-03-31,USD,61324881848.33,4593233650.44,2887014297.27,2.222,0.0749,7.49,0.0471,4.71,False,False,False,False,False
CMP-1689,NGC,Nordic Gas,Energy,2022,2022-06-30,USD,66179872914.76,21111379459.81,17377880416.65,14.13,0.319,31.9,0.2627,26.27,False,False,False,False,False
CMP-1866,,Nordic Gas Corp,Energy,2021,2021-06-30,USD,58288960243.94,-4138516177.32,-7775713128.91,-7.6875,-0.071,-7.1,-0.133,-13.3,True,True,False,False,False
CMP-1906,NGC,Nordic Gas Corp,Energy,2021,2021-12-31,USD,37850000000.0,2730342722.68,407550348.35,0.18,0.0721,7.21,0.0108,1.08,False,False,False,False,False
CMP-1138,NGC,Nordic Gas Corp,Energy,2021,2021-03-31,USD,16464363460.32,-111790281.51,-514099088.49,-0.64,-0.0068,-0.68,-0.0312,-3.12,True,True,False,False,False
CMP-1715,NGC,Nordic Gas Corp,Energy,2021,2021-09-30,USD,26118595980.7,8420000000.0,7119360379.45,14.712,0.3225,32.25,0.2726,27.26,False,False,False,False,False
CMP-1075,NGC,Nordic Gas Corp,Energy,2021,2021-12-31,USD,24150000000.0,10601780304.56,9455686218.67,,0.439,43.9,0.3916,39.16,False,False,False,False,True
CMP-1203,NGC,Nordic Gas Corp,Energy,2021,2021-09-30,USD,89907911171.63,15883700135.09,12407368869.28,3.75,0.176666,17.67,0.138,13.8,False,False,False,False,False
CMP-1345,NGC,Nordic Gas Corp,Energy,2022,2022-12-31,USD,11859755732.52,3016783236.22,2456712736.53,3.16,0.254,25.4,0.2071,20.71,False,False,False,False,False
CMP-1935,NGC,Nordic Gas Corp,Energy,2022,2022-12-31,USD,15749215367.7,290000000.0,-475412205.83,-1.55,0.0184,1.84,-0.03,-3.0,False,True,False,False,False
CMP-1117,NGC,Nordic Gas Corp,Energy,2022,2022-09-30,USD,82343037557.79,33414685455.77,31581652572.07,6.21,0.4058,40.58,0.3835,38.35,False,False,False,False,False
CMP-1294,NGC,Nordic Gas Corp,Energy,2022,2022-12-31,USD,1597461875.02,173963598.19,,2.72,0.1089,10.89,0.0649,6.49,False,False,False,False,True
CMP-1169,NGC,Nordic Gas Corp,Energy,2023,2023-09-30,USD,77477311061.87,19051603642.3,14922130110.52,7.4,0.2459,24.59,0.1926,19.26,False,False,False,False,False
CMP-1762,NGC,Nordic Gas Corp,Energy,2023,2023-09-30,USD,79513122953.09,16304926535.79,12790000000.0,4.83,0.2051,20.51,0.1608,16.08,False,False,False,False,False
CMP-1016,NGC,Nordic Gas Corp,Energy,2023,2023-06-30,USD,7545035827.74,1846889737.49,1420969760.86,9.36,0.244782,24.48,0.1883,18.83,False,False,False,False,False
CMP-1616,NGC,Nordic Gas Corp,Energy,2024,2024-09-30,USD,90917582563.27,-33626188190.0,-37530000000.0,-10.07,-0.37,-37.0,-0.4127,-41.27,True,True,False,False,False
CMP-1632,NGC,Nordic Gas Corporation,Energy,2022,2022-12-31,USD,33395033554.4,10619620670.3,8323736434.82,13.24,0.318,31.8,0.249,24.9,False,False,False,False,False
CMP-1222,PEC,Petrodyn Energy,Energy,2021,2021-03-31,USD,49540000000.0,3832121575.06,1347428001.3,0.71,0.0774,7.74,0.0272,2.72,False,False,False,False,False
CMP-1390,PEC,Petrodyn Energy,Energy,2023,2023-06-30,USD,20189132708.67,1233556008.5,-57469216.17,-0.2,0.0611,6.11,-0.28,-28.0,False,True,False,False,False
CMP-1521,PEC,Petrodyn Energy,Energy,2024,2024-12-31,USD,18013701965.46,5437335574.28,5005935187.36,7.16,0.301844,30.18,0.277896,27.79,False,False,False,False,False
CMP-1362,PEC,Petrodyn Energy Corp,Energy,2021,2021-09-30,USD,4602484354.78,1035342847.09,804847710.5,,0.225,22.5,0.174872,17.49,False,False,False,False,True
CMP-1774,PEC,Petrodyn Energy Corp,Energy,2021,2021-09-30,USD,72935672180.83,28550000000.0,24345934001.25,17.07,0.3914,39.14,0.3338,33.38,False,False,False,False,False
CMP-1814,PEC,Petrodyn Energy Corp,Energy,2021,2021-09-30,USD,34040000000.0,-181720222.88,-1895392894.1,-3.04,-0.0053,-0.53,-0.055681,-5.57,True,True,False,False,False
CMP-1422,PEC,Petrodyn Energy Corp,Energy,2022,2022-12-31,USD,28419531471.62,7084523062.73,5970000000.0,,0.249,24.9,0.2102,21.02,False,False,False,False,True
CMP-1292,,Petrodyn Energy Corp,Energy,2022,2022-03-31,USD,19449586673.18,129342991.01,-825603903.59,-1.151,0.67,67.0,-0.042448,-4.24,False,True,False,False,False
CMP-1454,PEC,Petrodyn Energy Corp,Energy,2022,2022-12-31,USD,31514215216.08,-371455179.8,-1350000000.0,-1.79,-0.012,-1.2,-0.0428,-4.28,True,True,False,False,False
CMP-1536,PEC,Petrodyn Energy Corp,Energy,2022,2022-09-30,USD,8730000000.0,-174600000.0,-495711679.72,-2.15,-0.02,-2.0,-0.0568,-5.68,True,True,False,False,False
CMP-1783,PEC,Petrodyn Energy Corp,Energy,2022,2022-12-31,USD,62820000000.0,3374852900.61,-382766845.69,-0.2,0.0537,5.37,-0.0061,-0.61,False,True,False,False,False
CMP-1915,PEC,Petrodyn Energy Corp,Energy,2023,2023-09-30,USD,29650252600.76,1625198290.68,182650000.0,0.18,0.0548,5.48,0.0062,0.62,False,False,False,False,False
CMP-1553,PEC,Petrodyn Energy Corp,Energy,2024,2024-06-30,USD,75946942178.98,-4330918208.22,-8972880274.78,-6.33,-0.057,-5.7,-0.1181,-11.81,True,True,False,False,False
CMP-1219,PEC,Petrodyn Energy Corp,Energy,2024,2024-12-31,USD,78910600450.33,18886104696.34,16493451362.32,3.24,0.2393,23.93,0.209,20.9,False,False,False,False,False
CMP-1583,SEG,Solaris Energy,Energy,2021,2021-12-31,USD,10825467874.26,4420000000.0,3743960329.4,12.02,0.4085,40.85,0.3458,34.58,False,False,False,False,False
CMP-1430,SEG,Solaris Energy,Energy,2023,2023-09-30,USD,84314403069.78,-8541049030.97,-13670000000.0,-8.71,-0.1013,-10.13,-0.1621,-16.21,True,True,False,False,False
CMP-1563,SEG,Solaris Energy,Energy,2024,2024-09-30,USD,43830424339.34,3281757392.22,1771262850.76,,0.0749,7.49,0.0404,4.04,False,False,False,False,True
CMP-1309,SEG,Solaris Energy Group,Energy,2022,2022-06-30,USD,47579495204.82,2128055596.73,-144730177.81,-0.14,0.0447,4.47,-0.3,-30.0,False,True,False,False,False
CMP-1065,SEG,Solaris Energy Group,Energy,2022,2022-12-31,USD,47893289847.94,8922519898.67,6052877987.21,5.59,0.1863,18.63,0.1264,12.64,False,False,False,False,False
CMP-1634,SEG,Solaris Energy Group,Energy,2023,2023-03-31,USD,74250000000.0,-19989077730.36,-22598495752.69,-5.47,-0.2692,-26.92,-0.3044,-30.44,True,True,False,False,False
CMP-1220,SEG,Solaris Energy Group,Energy,2023,2023-03-31,USD,13440000000.0,5800134782.01,5084659543.4,8.66,0.4317,43.17,0.3784,37.84,False,False,False,False,False
CMP-1901,SEG,Solaris Energy Group,Energy,2023,2023-12-31,USD,11495876848.04,2642159474.23,2060010664.35,10.26,0.2298,22.98,0.1792,17.92,False,False,False,False,False
CMP-1465,SEG,Solaris Energy Group,Energy,2023,2023-03-31,USD,13290960775.24,3722261869.43,2957117814.13,0.0,0.2801,28.01,0.2225,22.25,False,False,False,False,False
CMP-1311,SEG,Solaris Energy Group,Energy,2023,2023-09-30,USD,3396661458.45,820531270.22,708834964.26,7.47,0.2416,24.16,0.209,20.9,False,False,False,False,False
CMP-1091,SEG,Solaris Energy Group,Energy,2023,2023-06-30,USD,88456567269.54,-7050220058.85,-12615963670.66,-4.89,-0.08,-8.0,-0.143,-14.3,True,True,False,False,False
CMP-1062,SEG,Solaris Energy Group,Energy,2023,2023-03-31,USD,58624612926.95,19363709649.77,16020220474.35,12.67,0.3303,33.03,0.2733,27.33,False,False,False,False,False
CMP-1455,SEG,Solaris Energy Group,Energy,2024,2024-09-30,USD,70020164295.6,8101333009.0,3202645517.93,2.61,0.1157,11.57,0.0457,4.57,False,False,False,False,False
CMP-1925,SEG,Solaris Energy Group,Energy,2024,2024-12-31,USD,40150000000.0,1967350000.0,1050450148.25,,0.049,4.9,0.026163,2.62,False,False,False,False,True
CMP-1527,TPC,Terragreen Power,Energy,2022,2022-12-31,USD,42399411358.83,3249391100.64,1114390834.48,1.141,0.0766,7.66,0.0263,2.63,False,False,False,False,False
CMP-1251,,Terragreen Power Co,Energy,2021,2021-09-30,CAD,90307825437.13,-6980794906.29,-12335442132.51,-2.6,-0.0773,-7.73,-0.1366,-13.66,True,True,False,False,False
CMP-1581,TPC,Terragreen Power Co,Energy,2021,2021-03-31,USD,82300000000.0,-24323231332.18,-30004769399.66,-12.16,-0.2956,-29.56,-0.3646,-36.46,True,True,False,False,False
CMP-1418,TPC,Terragreen Power Co,Energy,2021,2021-03-31,USD,7233760773.82,-32180773.53,-284109361.8,-1.2072,-0.0044,-0.44,-0.0393,-3.93,True,True,False,False,False
CMP-1861,,Terragreen Power Co,Energy,2021,2021-03-31,USD,12358455047.52,646490000.0,14212223304.65,29.51,0.0523,5.23,1.15,115.0,False,False,False,True,False
CMP-1489,,Terragreen Power Co,Energy,2022,2022-12-31,USD,50871227954.76,12036837209.58,10617644860.54,9.67,0.2366,23.66,0.2087,20.87,False,False,False,False,False
CMP-1486,TPC,Terragreen Power Co,Energy,2022,2022-09-30,USD,78188748676.72,29380000000.0,24041577200.9,7.4317,0.3757,37.57,0.307,30.7,False,False,False,False,False
CMP-1681,TPC,Terragreen Power Co,Energy,2023,2023-12-31,USD,29126970583.02,8379828720.83,7323546219.19,11.83,0.2877,28.77,0.2514,25.14,False,False,False,False,False
CMP-1015,TPC,Terragreen Power Co,Energy,2023,2023-03-31,USD,51784779858.45,2233710633.45,833128537.92,0.822,0.0431,4.31,0.0161,1.61,False,False,False,False,False
CMP-1500,TPC,Terragreen Power Co,Energy,2023,2023-09-30,USD,45025366449.15,4961795382.7,3241826384.34,2.7,0.1102,11.02,0.072,7.2,False,False,False,False,False
CMP-1089,TPC,Terragreen Power Co,Energy,2024,2024-09-30,USD,76428947921.37,30686222590.43,28080000000.0,8.44,0.4015,40.15,0.367,36.7,False,False,False,False,False
CMP-1319,TPC,Terragreen Power Co,Energy,2024,2024-06-30,USD,,,3747429785.15,1.73,0.0875,8.75,0.045,4.5,False,False,False,False,True
CMP-1092,TPC,Terragreen Power Co,Energy,2024,2024-06-30,USD,71457315906.3,4757287706.2,103440979.34,0.05,0.0666,6.66,0.001,0.1,False,False,False,False,False
CMP-1776,TPC,Terragreen Power Co,Energy,2024,2024-03-31,USD,59134772687.41,608190000.0,-1150993356.8,-1.07,0.0103,1.03,-0.019,-1.9,False,True,False,False,False
CMP-1795,TPC,Terragreen Power Co,Energy,2024,2024-12-31,USD,4310000000.0,848960296.02,674020633.94,3.26,0.1968,19.68,0.1563,15.63,False,False,False,False,False
CMP-1197,TO&G,Titan Oil & Gas,Energy,2023,2023-09-30,USD,39681979692.2,9245920139.31,8282938355.7,12.49,0.233,23.3,0.2087,20.87,False,False,False,False,False
CMP-1608,TO&G,Titan Oil & Gas,Energy,2023,2023-12-31,USD,23824855639.58,-345960473.04,-943840000.0,-1.24,-0.0145,-1.45,-0.0396,-3.96,True,True,False,False,False
CMP-1829,TO&G,Titan Oil & Gas Ltd,Energy,2021,2021-09-30,EUR,13460532130.43,1520787612.7,860750000.0,2.41,0.112981,11.3,0.0639,6.39,False,False,False,False,False
CMP-1670,TO&G,Titan Oil & Gas Ltd,Energy,2021,2021-12-31,USD,84991911589.39,33485892040.09,29761819581.72,13.09,0.394,39.4,0.35,35.0,False,False,False,False,False
