Company_ID,Ticker,Company_Name,Sector,Reporting_Period,Revenue,Operating_Profit,Net_Income,EPS,Operating_Margin,Net_Profit_Margin,Currency
CMP-1553, PEC ,PetroDyn Energy Corp,energy,Q2 2024,"USD 75,946,942,178.98","(USD 4,330,918,208.22)","(8,972,880,274.78)",($ 6.33),-5.70%,-0.1181,USD
CMP-1078,PHG,Pulse Health Group,Healthcare,2024-09-30,"$1,014,425,281.84",113633167.13,"$88,382,389.20",3.23,11.20,0.0871,usd
CMP-1912, PFH ,Pinnacle Financial Holdings,Fin Services,2021/06/30,"$87,860,126,745.96",21.98B,"16,561,092,713.68",7.410,25.01,18.85%,USD
CMP-1648,NI,NovaTherapeutics,Healthcare,Q3 2024,29004563187.12,6429089975.95,5498076663.90,$11.04,0.2217,18.96,USD
CMP-1667,PFH,Pinnacle Financial Holdings,FINANCE,30-06-2024,21274046121.07,6026034347.52,,6.1,150.0%,22.0%,USD
CMP-1677,VM,velocity motors,Retail & Consumer,2021/06/30,42128516603.32,-USD 842.43M,"(USD 1,685,022,670.87)",-1.350,-2.00%,(4.0%),$
CMP-1300,UOG,  Urban Outfitters Group  ,Cons. Cyclical,Q1 2024,"USD 1,922,850,672.65","133,175,256.93", 81958614.63 ,1.73,0.0693,4.26%,None
CMP-1312,TB,TrendSet Brands,consumer cyclical,2021/06/30,US$ 47.77B,6495167916.02,4523553009.50,2.89,13.60%,9.47,USD
CMP-1152,AF,  Apex Financial  ,Fin Services,2022-03-31,TBD, 14377924096.44 ,12714593717.84,error,41.96%,37.10,USD
CMP-1670,TO&G,Titan Oil & Gas Ltd,energy,12/31/2021,84991911589.39,33485892040.09,29761819581.72,13.09,39.40,35.0%,USD
CMP-1599,EES,Echo Energy Systems,ENERGY,Q2 2022,61024985985.62,USD 15.50B,"11,293,038,641.78",7.8,25.40,18.51%,usd
CMP-1314,BI,bytewave interactive,Technology,FY2024,US$ 73.72B,"$ 2,401,954,313.09",(1.75B),(USD 0.87),3.26%,None,USD
CMP-1404,VHS,Vitas Health Systems,Healthcare,Q4 2023, 29280019401.48 ,$ 2.02B,824415526.14,USD 1.47,0.0689,0.0282,USD
CMP-1484,MAG,MERIDIAN ASSET GROUP,Financials,2022-12-31,"USD 118,203,261,840.06",32375360114.77,"USD 24,637,655,174.79",,27.4%,null,USD
CMP-1371,SD,SteriMed Diagnostics,health care,2022/06/30,$ 8.94B,,"($1,558,791,793.75)",($ 5.79),-0.1196,(17.4%),usd
CMP-1381,MAG,  Meridian Asset Group  ,Banking & Finance,2023-12-31,"$54,209,401,070.10",null,15456899565.91,8.737,34.3%,28.51,USD
CMP-1226, FGHI ,foundry global heavy industries,Industrial,FY2022,1613048506.73,"USD 246,037,773.37","$209,629,186.65",4.85,15.25,13.0%,USD
CMP-1508,mag,Meridian Asset Group,Financials,2023/09/30,-,"$14,107,044,492.70",,USD 17.13,38.29%,31.60,CAD
CMP-1953,GRB,GLOBAL RESERVE BANK,FINANCE,FY2024,USD 72.50B,"USD 26,785,662,697.65",$ 22.86B,12.89,36.95,0.3153,-
CMP-1760,EES,Echo Energy Systems,Enrgy,2022/06/30,"USD 45,317,099,482.32",22892078106.82,20425396714.57,11.898,0.5052,45.07%,USD
CMP-1104,UOG,URBAN OUTFITTERS GROUP,Consumer Discretionary,2024-06-30,$ 42.77B,None,-4599084732.01,(2.15),150.0%,-,USD
CMP-1631,HCP,Helios Clean Power,Other,30-06-2024,N/A,4926867788.23,"3,271,701,643.60",4.44,17.46%,11.59,$
CMP-1797,CT,,Technology,06/30/2024,55670919166.06,"8,255,538,790.38",6.50B,1.83,null,11.67,$
CMP-1455,SEG,solaris energy group,Energy,Q3 2024,"70,020,164,295.60",,"$3,202,645,517.93",$ 2.61,0.1157,4.57,usd
CMP-1790,VL,Vanguard Logistics,,2021-03-31,#VALUE!,USD 851.69M,223644237.18,0.6,-,1.90%,USD
CMP-1785,EES,  Echo Energy Systems  ,Energy,2021-06-30,25968870986.62,3388702883.78,"$ 2,621,418,071.26",4.67,13.0%,10.09,USD
CMP-1266,AQC,Apex Quantum Corp,Tech,2022-12-31,"67,811,597,933.35",22510710729.89,$ 18.21B,12.591,33.20,26.86%,EUR
CMP-1534,VRB,Velox Retail Brands,Consumer Discretionary,03/31/2021,"$402,268,373.91","$58,356,580.22",38805358.86,3.67,14.5%,9.65,usd
CMP-1792, NI ,  NovaTherapeutics Inc  ,health care,2024,58570381348.23,$ 4.39B,1.53B,NA,7.5%,2.61%,USD
CMP-1476,PC,PrimeConsumer,Retail & Consumer,31-12-2023,$ 47.32B,2946603245.74,,0.27,6.23,0.0069,USD
CMP-1351,,Horizon Bancorp,Fin Services,FY2022,"$ 48,039,086,873.36","13,355,176,506.13",11000847226.32,8.934,27.80%,22.90%,USD
CMP-1635,BL,BioGenix Laboratories,,2024-12-31,"USD 14,897,039,798.01",$ 2.89M,"-$478,736,677.59",-1.18,0.02,null,USD
CMP-1121,LMI,LUXE MOTORS INTERNATIONAL,Retail & Consumer,2023-03-31,54984500263.41,4215711258.82,US$ 376.04M,$ 0.27,7.7%,0.7%,$
CMP-1595,AQC,Apex Quantum Corp,Tech,09/30/2021,42627969145.77,"$ 12,491,397,125.03",$ 9.95B,$10.92,,23.33,USD
CMP-1429,HCP,Helios Clean Power,Energy,2024-09-30,"$ 23,245,461,268.17",-4895936559.94, -5502063562.15 ,(5.65),null,(23.7%),USD
CMP-1684,swp,Sterling Wealth Partners,Fin Services,2022-03-31,TBD,15631032476.96,12278099028.31,USD 8.11,999%,17.29%,EUR
CMP-1828,ALG,Aura Lifestyle Goods,Consumer Discretionary,2024-03-31,"USD 47,569,774,810.01",,"(3,960,487,926.18)",error,(3.5%),-8.33%,USD
CMP-1039,AH,apex hydrocarbons,Energy,30-06-2022,"79,436,085,833.18",$ 31.03B,28166418112.43,$ 8.29,39.1%,0.3546,$
CMP-1061,VL,Vanguard Logistics,Ind.,2021-06-30,33445906664.80,2478088423.61,"$855,859,655.92",0.4957,7.41%,2.6%,USD
CMP-1080,AHM,Atlas Heavy Machinery,Industrial,2021/03/31,"USD 19,200,406,682.95",$4.19B,,6.2,21.80%,0.1957,USD
CMP-1725,GRB,Global Reserve Bank, Financial Services ,06/30/2021,$25.96B,8744677524.67,"7,873,821,454.75",7.93,33.68,0.3033,USD
CMP-1424,MS,MicroLogic Systems,technology,30-06-2024,54785275912.96,8217629405.11,4468977641.90,$4.16,0.0%,0.0816,$
CMP-1636,MAG,MERIDIAN ASSET GROUP,FINANCE,30-06-2023,USD 89.77B,$ 18.90B, 12801624549.51 ,8.19,21.05,14.3%,usd
CMP-1296,SAI,  Synapse AI Inc  , Tech ,31-03-2021,66320356407.60,14398067321.11,12723709851.43,4.967,21.7%,19.19%,EUR
CMP-1111,CFC,Continental Freight Corp,industrials,09/30/2023,43267445542.31,#VALUE!,9429074140.94,6.02,24.02%,21.79%,usd
CMP-1927,AF,APEX FINANCIAL,FINANCE,31-03-2021,94548423390.47,25702773074.72,22.36B,3.976,0.2718,0.0%,USD
CMP-1126,VHS,Vitas Health Systems,Bio/Pharma,06/30/2024,35909791973.24,"$ 11,284,751,793.36",9842106664.38,5.76,31.43%,27.41,$
CMP-1598,SD,SteriMed Diagnostics,Healthcare,2022/09/30,26379266928.73,$ 2.78B,$ 1.63B,1.55,10.55%,6.2%,$
CMP-1555,TMW,Titan Machine Works,INDUSTRIALS,2023/09/30,28899431106.40,1.78B,"179,107,951.19",0.28,6.15%,0.0062,USD
CMP-1768,MAG,  Meridian Asset Group  ,FINANCE,FY2022,45243630737.44,-,"$ 8,173,847,973.05",7.26,25.05,#VALUE!,EUR
CMP-1615,TMW,Titan Machine Works,Industrials,2022-12-31,30961864724.27,null,5006057252.78,5.0,18.41,16.17%,None
CMP-1864,TB,,Consumer Discretionary,2023-03-31,USD 42.66B,"$1,614,131,364.35", 696700483.67 ,0.95,0.0378,0.0163,USD
CMP-1894,PE,Pioneer Equipment,Manufacturing ,FY2021,"$ 16,917,218,954.96","3,226,950,042.12","USD 2,611,011,454.67",3.77,19.1%,15.43%,USD
CMP-1897,VL,Vanguard Logistics,Industrials,06/30/2023,"18,535,178,317.86",350425212.38,"-USD 445,775,636.06",(0.69),0.0189,-2.41%,USD
CMP-1462,IG,InfoCore Global, Tech ,12/31/2023,15940705304.26,"USD 3,139,468,885.68",2435711556.54,3.2098,19.69,15.28%,USD
CMP-1686,BCG,Beacon Capital,Financial Services,FY2023,,13845542055.14,7477669571.97,$3.22,12.12,6.54%,usd
CMP-1254,PE,Pioneer Equipment,Industrial,2023-09-30,29.22B,USD 3.00M,"($ 839,259,455.60)",-$0.72,0.01,(2.9%),USD
CMP-1951,TMW,Titan Machine Works,industrials,2023/03/31,-,"USD 299,129,161.18", 166480543.76 ,1.95,0.0593,3.30,USD
CMP-1501,VRI,Vortex Resources Inc,energy,2021, 78769554355.32 ,US$ 29.54B,26648857407.33,USD 7.72,37.51,0.3383,usd
CMP-1257,VRB,Velox Retail Brands,Consumer Discretionary,12/31/2024,None,$ 81.95M,null,error,0.96,-0.0512,USD
CMP-1863,IG,InfoCore Global,IT,12/31/2023,1775342949.02,null,"$ 305,929,582.44",6.65,999%,17.2%,USD
CMP-1323,AD,Aeroflux Dynamics,INDUSTRIALS,2022/06/30,,"2,273,923,268.50",null,$2.83,0.0909,0.0541,USD
CMP-1959,OMG,  OmniCare Medical Group  ,HEALTHCARE,2023,-,US$ 276.40M,"$2,171,392,595.22",39.32,14.64,115.0%,USD
CMP-1201,,Titan Machine Works,industrials,12/31/2022,"$ 21,823,469,407.74", 709321421.12 ,-299.35M,(USD 0.48),3.25,-0.0137,USD
CMP-1878,BCG,Beacon Capital,Financial Services,2021,37871205758.85,"$ 6,421,398,939.17",$5.30B,USD 3.26,16.96%,14.0%,USD
CMP-1265,OG,OmniSoft Group,Technology,2024-06-30,"USD 48,152,357,145.04","USD 12,576,249,954.98","$10,970,300,780.42",12.43,0.2612,22.78%,USD
CMP-1578,UOG,Urban Outfitters Group,,FY2021,$ 25.50B,"USD 2,019,458,650.32",408379285.89,0.66,0.0792,1.6%,-
CMP-1368,MAG,meridian asset group,Unknown,30-06-2023,NA,"$21,647,073,698.62","19,453,442,920.20",3.531,0.2446,21.98,USD
CMP-1821,SI,SteelCore Industries,industrials,2022/09/30,"18,582,412,729.54", 2445287705.61 ,US$ 2.01B,2.65,0.1316,#VALUE!,USD
CMP-1232,BL,BioGenix Laboratories,Health Care,2022-03-31,"61,769,409,010.05","(USD 3,773,842,951.00)",-6682876194.28,(5.87),(6.1%),-0.1082,USD
CMP-1491,GRB,global reserve bank,FINANCE,FY2022,118027520284.01, 27999011376.57 ,USD 24.81B,5.06,,0.2102,USD
CMP-1618,PFH,Pinnacle Financial Holdings,Financials,2022/12/31,92177845133.59,None,31432164219.36,8.37,40.35,34.10%,USD
CMP-1223,OG,OmniSoft Group,Tech,2023-03-31,33181732851.46,8090602493.69,US$ 38.16B,USD 35.66,24.38,1.15,USD
CMP-1471,HB,HORIZON BANCORP,Fin Services,03/31/2022,N/A,$1.89B,"1,624,352,444.08",USD 6.62,0.2887,24.78%,usd
CMP-1181,BI,ByteWave Interactive,N/A,2024-03-31,$54.55B,$8.38B,5399772653.24,3.90,0.1537,9.90%,USD
CMP-1214,PE,Pioneer Equipment,INDUSTRIALS,2024/03/31,US$ 36.68B, 6530309264.70 ,"$4,329,688,010.29",$4.03,17.80,11.80,usd
CMP1360,SI,  SteelCore Industries  ,INDUSTRIALS,Q2 2023, 34069135011.27 ,"4,130,314,840.60","3,011,888,534.54",$5.16,12.1%,8.84%,USD
CMP-1458,CS,CyberNova Systems, Tech ,2021/06/30,48673362213.63, 3387579216.96 ,1532551129.78,0.95,6.96,0.0315,USD
CMP-1660,CE,Crestline Exploration,Energy & Power,FY2024, 45944118853.98 ,"(152,108,427.65)","-1,734,619,003.15",($ 1.24),-,-0.0378,USD
CMP-1766, MLR ,metro living retail,Consumer Discretionary,2021-06-30,#VALUE!,"USD 239,670,932.87",61826376.75,0.959,6.35,1.64%,usd
CMP-1169,NGC,Nordic Gas Corp,Energy & Power,30-09-2023,77477311061.87,"USD 19,051,603,642.30",-,7.4,24.59,19.26%,USD
CMP-1367,PC,PrimeConsumer Corp,Cons. Cyclical,FY2022,"$24,902,045,562.67",754740189.64,NA,NA,3.03%,null,usd
CMP-1112,AB,AEGIS BIOLABS,Health Care,2024,USD 61.78B,8170554369.82,null,error,13.2%,8.12%,USD
CMP-1190,SLB,SUMMIT LEISURE BRANDS,,12/31/2021,"$ 47,857,310,277.21","$ 11,118,280,487.41",9.21B,3.36,23.23,0.1924,USD
CMP-1129,VTC,VANGUARDIAN TRUST CO,Banking & Finance,2023-03-31,70913147116.5,"17,428,262,907.62",14619236981.50,7.15,0.2458,20.62%,USD
CMP-1683,CE,Crestline Exploration,Enrgy,2022-03-31,"$ 93,569,119,061.05",-6024256930.74,(11424356572.55),(3.99),-0.0644,-0.1221,USD
CMP-1185,CFC,  Continental Freight Corp  ,Industrials,2021-12-31,US$ 41.88B,"12,355,895,682.77","USD 9,566,620,317.43",N/A,0.2951,22.84,EUR
CMP-1106,PC,PrimeConsumer,Cons. Cyclical,30-06-2021,"$3,191,049,834.93",US$ 498.66M,341760975.59,6.24,0.1563,0.1071,usd
CMP-1319,TPC,TerraGreen Power Co,Energy,06/30/2024,,,3747429785.15,1.73,8.75%,4.5%,USD
CMP-1387,SLB,Summit Leisure Brands,Consumer Discretionary,2023-09-30,"$51,538,984,484.41",1371722126.65,(1.09B),-0.61,0.0266,(2.1%),USD
CMP-1339,ALG,Aura Lifestyle Goods,Consumer Discretionary,2023,37240584879.17,3.13B, 1983662749.06 ,NA,8.40,5.33%,USD
CMP-1713,UOG,Urban Outfitters,Consumer Discretionary,2024/12/31,"USD 34,338,317,928.14","$3,129,647,705.26","1,329,453,112.14",1.05,9.11%,3.87,USD
CMP-1280,TB,TrendSet Brands,Retail & Consumer,Q4 2023, 37612916175.70 ,"($ 829,726,379.01)","($ 3,457,222,714.58)",-3.1415,-2.21,-0.0919,-
CMP1306, MS ,MicroLogic Systems,TECHNOLOGY,2021-09-30,46613213116.64,"$9,147,639,132.56",USD 6.72B,$ 5.57,0.1962,0.1441,EUR
CMP-1188,GRB,Global Reserve Bank,,FY2023,112143731667.85,"USD 30,388,398,172.30",128965291418.03,$ 68.22,null,115.00,USD
CMP-1322, CFC ,Continental Freight Corporation,Industrial,09/30/2024,US$ 37.15B, 40389791.74 ,N/A,USD 26.03,0.11%,N/A,USD
CMP-1156,CS,CyberNova Systems,TECHNOLOGY,30-09-2021,US$ 6.96B,"(USD 558,930,700.56)", -1039848700.60 ,-$3.00,(8.0%),-0.1495,usd
CMP-1724,PC,PrimeConsumer Corporation,Cons. Cyclical,2023-03-31,"11,039,941,472.03","1,121,116,908.21","$892,730,573.18",2.12,10.16,8.09,USD
CMP-1369,BI,ByteWave Interactive,technology,2024-03-31,"54,621,281,812.61",14989420138.34,"12,238,981,780.49",8.87,None,0.2241,USD
CMP-1401,CP,Curative Pharmaceuticals,Healthcare,2023,6639894050.81,559417813.22,"$196,826,033.46",0.53,8.4%,0.0296,$
CMP-1901,SEG,Solaris Energy Group,Enrgy,2023-12-31, 11495876848.04 ,"2,642,159,474.23","$2,060,010,664.35",10.26,22.98,0.1792,USD
CMP-1391,MS,MicroLogic Systems,Tech,Q4 2024,68532770199.98,$24.67B,USD 20.59B,145.8,0.36,30.05%,USD
CMP-1147,AHM,Atlas Heavy Machinery,Manufacturing ,2023,"USD 11,729,487,714.03",1355503839.49,"963,009,826.73",2.625,0.1156,8.2%,USD
CMP-1826,MS,  MicroLogic Systems  ,technology,2021,21910890727.27,8420587029.29,"USD 7,913,826,643.69",8.84,38.43%,0.3612,usd
CMP-1122, CFC ,  Continental Freight Corp  ,INDUSTRIALS,30-06-2024,,"3,253,905,551.95",2276571462.94,3.57,8.81%,0.0616,USD
CMP-1714,HCP,HELIOS CLEAN POWER,Energy,2022/03/31,1.93B,682852562.90,585489885.17,8.831,35.42%,0.3037,USD
CMP-1231,PSC,Precision Systems Corp,Industrial,31-12-2024, 4504949670.88 ,"$ 788,653,497.89",US$ 491.93M,2.31,0.1751,10.92,usd
CMP-1132,tmw,Titan Machine Works,INDUSTRIALS,06/30/2024,"$7,161,878,266.88","USD 780,427,882.99",544714574.05,2.712,10.9%,7.61,USD
CMP-1858,TO&G,Titan Oil & Gas Ltd,ENERGY,2021-09-30,$ 79.80B,-11137544328.96,($12.93B),-7.71,-0.1396,-0.1620,USD
CMP1216,CT,CloudScale Technologies,Information Technology,2023-03-31,"$ 53,900,626,952.25",7829468143.43,4.50B,4.95,14.53%,8.4%,USD
CMP-1197, TO&G ,Titan Oil & Gas,energy,Q3 2023,39681979692.20,9245920139.31,"8,282,938,355.70",USD 12.49,23.30,20.87,USD
CMP-1456,AH,APEX HYDROCARBONS,energy,31-03-2021, 61222411356.08 ,29088300709.38,25458878155.03,8.45,47.51%,41.58,$
CMP-1133,IG,InfoCore Global,TECHNOLOGY,2024/09/30,83305764012.97,26288687617.05, 22570676002.45 ,8.0723,0.3156,27.09,$
CMP-1650,BCG,Beacon Capital Group,Financials,2021/03/31,"85,493,219,847.80",USD 24.35B,21528821868.54,8.73,28.48,25.18%,USD
CMP-1010,PSC,PRECISION SYSTEMS CORP,Industrials,2024,"USD 12,510,385,519.01",268243458.11,-307276824.33,(0.97),2.1%,-0.0246,USD
CMP-1332,OG,OmniSoft Group,TECHNOLOGY,FY2024,54.38B,11091774059.12,"8,602,299,279.87",5.9,20.40,15.82,USD
CMP-1255,AQC,Apex Quantum Corp,TECHNOLOGY,30-09-2024,,3654979331.47,2713123208.47,$ 5.23,22.89%,16.99%,$
CMP-1325,AHM,Atlas Heavy Machinery,Industrial,2023/09/30,8145608075.88,102310925.94,,(0.45),999%,-0.0093,USD
CMP1796,lmi,Luxe Motors International,Retail & Consumer,2024-06-30,$1.33B,$ 203.52M,139.21M,3.0406,15.29%,10.46,usd
CMP-1511,HB,Horizon Bancorp,Financial Services,2024,53812548593.63,US$ 18.57B,"$ 16,252,480,203.36",16.28,34.50,0.302,usd
CMP-1196,VL,  Vanguard Logistics  ,Industrial,Q4 2021,27918570211.31,1083144151.02,"($ 816,812,710.02)",-USD 0.63,3.88%,-0.0293,None
CMP-1465,SEG,SOLARIS ENERGY GROUP,Enrgy,31-03-2023,13290960775.24,3722261869.43,2957117814.13,0.0,28.01,22.25,USD
CMP-1669,BL,BioGenix Laboratories,HEALTHCARE,2022,49339754393.93,23058529510.43,USD 21.37B,13.3809,46.73,0.4332,$
CMP-1060,NSC,Nexus Software Corp,TECHNOLOGY,2021-12-31,"72,368,946,578.21", 7879126049.45 ,null,3.487,10.9%,6.10,USD
CMP-1107,DS,DataSphere Solutions,Technology,2024-03-31,US$ 31.96B,"$ 9,986,916,868.95",8891225457.48,15.05,,N/A,EUR
CMP-1770,CT,CloudScale Technologies,TECHNOLOGY,FY2023,"USD 31,759,448,278.50","6,275,265,867.42",4.90B,7.34,0.1976,15.4%,USD
CMP-1377,MLR,Metro Living Retail,consumer cyclical,Q3 2023,17905923046.03,1549087251.93,892833459.54,USD 2.25,0.0865,5.0%,USD
CMP-1601,SWP,Sterling Wealth Partners,Banking & Finance,2021-03-31,54087164122.15,"$16,956,526,752.31",14290395221.54,11.39,0.3135,0.2642,USD
CMP-1485,ees,echo energy systems,Energy,03/31/2022,47543282009.24,358736841.79,-US$ 842.86M,-,0.8%,-1.77%,USD
CMP-1347,BL,BioGenix Laboratories,health care,2023-03-31,"29,209,189,980.65",(3300595077.39),-4231702459.38,-USD 4.61,-11.30,(14.5%),USD
CMP-1649,BCC,BlueStone Credit Corp,Financial Services,2023/12/31,US$ 23.87B,"$7,570,037,882.96",$5.96B,14.9141,31.71%,24.95%,USD
CMP-1176,CS,CYBERNOVA SYSTEMS,Technology,06/30/2022,"$75,996,785,671.87",,9570008755.15,USD 3.30,16.15%,12.59,usd
CMP-1837,BI,ByteWave Interactive,TECHNOLOGY,06/30/2022,USD 73.10B,3196759846.61,"247,743,955.38",0.1,4.37,0.34%,USD
CMP-1765,SD,SteriMed Diagnostics,Bio/Pharma,FY2023,"$52,245,664,852.31","16,391,643,345.83",12991040865.39,6.01,0.3137,24.9%,USD
CMP-1011,FGHI,Foundry Global Heavy Industries,industrials,2022/09/30,"8,970,831,330.56","$1,672,516,935.61",1.06B,5.88,None,11.80,USD
CMP-1376,CH,  Crestview Holdings  ,Fin Services,30-09-2021,,"$ 10,832,459,191.43",$9.35B,$12.89,38.3%,33.06,USD
CMP-1956,AD,aeroflux dynamics,INDUSTRIALS,Q2 2023, 10592021000.85 ,-,1724934250.23,$ 7.82,0.1851,16.29,USD
CMP-1541,oam,Orbital Aerospace Mfg,industrials,12/31/2022,194937236.57,,3940435.76,0.35,0.072,2.02%,USD
CMP-1911,BL,biogenix laboratories,HEALTHCARE,2024-06-30,34571607671.34,"$13,092,725,841.10",null,11.1,37.9%,32.48,USD
CMP-1018,HCP,  Helios Clean Power  ,Enrgy,2024-12-31,"$ 82,063,273,745.24","-$10,788,661,000.65",(USD 12.69B),(4.48),(13.1%),-0.1546,USD
CMP-1884,NSC,NEXUS SOFTWARE CORP, Tech ,03/31/2021,, 31353889418.87 ,"USD 26,821,855,920.90",$ 12.67,150.0%,0.3842,USD
CMP-1719,VRB,  Velox Retail Brands  ,Cons. Cyclical,30-09-2023,$46.21B,N/A,"-USD 2,164,263,189.20",($2.12),-0.0174,-4.68,USD
CMP-1259,PE,Pioneer Equipment,INDUSTRIALS,2021/06/30,"USD 42,132,826,102.74","USD 7,400,575,336.37",6.00B,USD 2.97,17.6%,14.24%,USD
CMP-1032,MLR,Metro Living Retail,Cons. Cyclical,09/30/2023,"USD 28,581,605,133.71",669283771.60,"-USD 1,291,102,919.29",-2.63,2.34%,-4.52,usd
CMP-1870,DS,DataSphere Solutions,IT,2024/09/30,"37,721,421,885.74",4586124245.81,NA,error,0.1216,0.0599,$
CMP-1850,CFC,Continental Freight Corporation,Manufacturing ,2022/06/30,"4,610,020,077.19","774,663,569.03",US$ 673.23M,4.11,16.80,14.6%,-
CMP-1594,VTC,Vanguardian Trust Co,Financials,31-12-2021,8956282088.38,"2,534,798,705.42","$ 2,221,523,327.86",4.58,28.3%,24.8%,USD
CMP-1076,NSC,Nexus Software Corporation,technology,Q3 2021,"$56,167,747,414.50","USD 14,899,930,191.85", 12058626425.42 ,$ 7.27,26.53%,21.47,USD
CMP-1052,AS,ALPHABIO SCIENCES,health care,2023, 42254167806.15 ,9207935248.96,7162181538.29,3.26,21.79%,16.95%,USD
CMP-1752,CT,CLOUDSCALE TECHNOLOGIES,Information Technology,03/31/2023,$ 33.33B, 4384836791.04 ,"$2,118,683,976.12",2.7165,13.16%,6.36%,USD
CMP-1681,TPC,TERRAGREEN POWER CO,Energy,2023/12/31,29126970583.02, 8379828720.83 ,"7,323,546,219.19",11.83,0.2877,25.14,None
CMP-1100,OAM,Orbital Aerospace Mfg,Industrials,2022-06-30,29720280871.58,2367777968.97, 552076761.58 ,0.87,0.0797,0.0186,usd
CMP-1301,VRB,Velox Retail Brands,,2022/03/31,"37,951,626,805.64",$1.37B,"-USD 908,636,334.46",-0.57,0.0361,#DIV/0!,USD
CMP-1072,PFH,Pinnacle Financial Holdings,Banking & Finance,2023-03-31,65014024056.73, 27068169516.74 ,22595685507.10,13.29,41.63%,34.76,USD
CMP-1523,DS,,Technology,2021-03-31,44394666715.35,"7,278,398,669.45",6249239487.28,7.38,16.39,14.08,USD
CMP-1682,PE,  Pioneer Equipment  ,Industrials,2021-06-30,39.23B,$3.05B,497582008.01,0.65,0.0778,0.0127,$
CMP-1902,PE,Pioneer Equipment,industrials,03/31/2021,31805917830.74,3016738648.56,$ 1.50B,1.57,null,4.7%,$
CMP-1320, CS ,CyberNova Systems,TECHNOLOGY,31-03-2022,US$ 30.63B,"2,491,271,460.97",$ 1.28B,$ 2.45,8.13%,4.18%,USD
CMP-1545, DS ,DataSphere Solutions,IT,31-03-2021,$30.25B,"USD 4,873,274,664.17", 2843757267.56 ,4.238,16.11%,9.40%,USD
CMP-1422,PEC,PetroDyn Energy Corp,energy,2022,28419531471.62,"7,084,523,062.73",US$ 5.97B,error,24.9%,0.2102,USD
CMP-1460,HB,Horizon Bancorp, Financial Services ,31-03-2023,null,"2,982,102,442.71",770.88M,USD 0.62,9.04%,2.34%,USD
CMP-1178,AS,ALPHABIO SCIENCES,health care,31-03-2024, 49578817878.29 ,"$4,680,028,339.09",1652603664.55,0.67,9.4%,3.33,USD
CMP-1251,,terragreen power co,ENERGY,2021-09-30,N/A,-6980794906.29,-12335442132.51,-2.6,-7.73%,-13.66%,CAD
CMP-1287,SI,SteelCore Industries,Ind.,2021/06/30,"22,777,290,332.39","$ 2,139,740,058.59",581553111.66,0.5961,0.0939,2.55%,usd
CMP-1228,AD,aeroflux dynamics,Manufacturing ,2024/03/31,5223924360.04,NA,"$406,497,655.03",3.58,12.26,#VALUE!,USD
CMP-1906,NGC,NORDIC GAS CORP, Oil & Gas ,2021,USD 37.85B,2730342722.68,"USD 407,550,348.35",$ 0.18,0.0721,1.08,usd
CMP-1092,TPC,TerraGreen Power Co,ENERGY,2024/06/30,71457315906.30,"4,757,287,706.20",103440979.34,0.05,6.66%,0.1%,USD
CMP-1663,VTC,Vanguardian Trust Co, Financial Services ,2021-06-30,"$114,126,152,761.96","13,657,927,878.04",TBD,-,11.97%,7.08,USD
CMP-1304,CFC,,INDUSTRIALS,FY2023,34069817671.31,TBD,2638435380.32,NA,13.75%,7.74,USD
CMP-1138,ngc,Nordic Gas Corp,Energy,03/31/2021,"USD 16,464,363,460.32","($ 111,790,281.51)", -514099088.49 ,(0.64),-0.68%,-0.0312,USD
CMP-1134,TO&G,Titan Oil & Gas Ltd,energy,2023/03/31,"60,356,380,732.93",USD 7.11B,"USD 5,518,503,319.10",1.90,0.1179,9.14%,USD
CMP-1904,OAM,Orbital Aerospace Mfg,Ind.,2021/06/30,"USD 18,001,166,412.95",1393917069.04,714465127.78,1.33,7.74%,0.0397,USD
CMP-1625, AF ,Apex Financial,Financial Services,2023/12/31,"$45,677,557,626.03",$ 13.33B,11649355960.26,4.05,0.2919,25.50,USD
CMP-1616,NGC,Nordic Gas Corp, Oil & Gas ,2024-09-30,90917582563.27,-33626188190.00,(US$ 37.53B),(10.07),(37.0%),-41.27,USD
CMP-1022,IG,InfoCore Global,Tech,2022/12/31,"USD 44,503,880,573.06",null,,2.41,17.2%,0.1468,USD
CMP-1611,OMG,OmniCare Medical,HEALTHCARE,31-03-2021,$62.67B,N/A,17342169615.15,12.7063,30.12%,27.67%,USD
CMP-1333,CFC,Continental Freight Corp,Industrial,2024/03/31,32049460651.31, 5961540813.38 ,$ 5.10B,2.6,18.60,15.90,USD
CMP-1931,DS,DataSphere Solutions, Tech ,2023-06-30,US$ 68.51B,"$15,646,942,876.20","13,508,361,468.56",USD 4.96,22.84,19.72,usd
CMP-1020,EES,echo energy systems,Energy & Power,2021-09-30,"84,341,604,173.46","(3,947,978,011.72)",-8642620571.33,(5.05),-4.68,-10.25%,USD
CMP-1219,PEC,  PetroDyn Energy Corp  ,ENERGY,FY2024,78910600450.33,18886104696.34,"16,493,451,362.32",3.24,23.93%,20.90,USD
CMP-1862,MAG,Meridian Asset Group,Other,2024-12-31, 81383957647.70 ,$ 28.83B,"$25,629,421,460.87",USD 5.66,0.3543,31.49%,CAD
CMP-1157,BCG,Beacon Capital Group,Financials,2023-06-30,"47,923,315,205.78","USD 16,699,560,660.45","$13,418,082,498.51",USD 15.10,999%,28.00,USD
